Timestamp,max_intensity_index,len_reflectance_values,cmd_vel.angular.z
1702457630.8050768,157,481,-0.34719334719334716
1702457630.8300521,157,481,-0.34719334719334716
1702457630.8549347,157,481,-0.34719334719334716
1702457630.8799593,157,481,-0.34719334719334716
1702457630.9047968,156,481,-0.3513513513513513
1702457630.9296935,157,481,-0.34719334719334716
1702457630.9546597,156,481,-0.3513513513513513
1702457630.979711,157,481,-0.34719334719334716
1702457631.0042803,156,481,-0.3513513513513513
1702457631.029142,156,481,-0.3513513513513513
1702457631.0540154,156,481,-0.3513513513513513
1702457631.0788255,157,481,-0.34719334719334716
1702457631.1038704,157,481,-0.34719334719334716
1702457631.1287851,157,481,-0.34719334719334716
1702457631.1755345,157,481,-0.34719334719334716
1702457631.223577,157,481,-0.34719334719334716
1702457631.2236376,157,481,-0.34719334719334716
1702457631.2675998,261,481,0.08523908523908524
1702457631.2677112,262,481,0.08939708939708951
1702457631.311505,260,481,0.08108108108108113
1702457631.3116026,259,481,0.07692307692307686
1702457631.3555617,261,481,0.08523908523908524
1702457631.355635,261,481,0.08523908523908524
1702457631.3994312,261,481,0.08523908523908524
1702457631.402634,257,481,0.06860706860706861
1702457631.4474065,261,481,0.08523908523908524
1702457631.4959204,261,481,0.08523908523908524
1702457631.4960933,259,481,0.07692307692307686
1702457631.539637,261,481,0.08523908523908524
1702457631.5397007,262,481,0.08939708939708951
1702457631.5835872,260,481,0.08108108108108113
1702457631.5836334,257,481,0.06860706860706861
1702457631.6275423,260,481,0.08108108108108113
1702457631.6275947,260,481,0.08108108108108113
1702457631.6719246,260,481,0.08108108108108113
1702457631.677107,261,481,0.08523908523908524
1702457631.7200568,262,481,0.08939708939708951
1702457631.7639933,261,481,0.08523908523908524
1702457631.7641578,261,481,0.08523908523908524
1702457631.8077602,260,481,0.08108108108108113
1702457631.8078804,261,481,0.08523908523908524
1702457631.8517616,258,481,0.07276507276507288
1702457631.85188,258,481,0.07276507276507288
1702457631.8956647,260,481,0.08108108108108113
1702457631.900764,260,481,0.08108108108108113
1702457631.9437718,258,481,0.07276507276507288
1702457631.99176,259,481,0.07692307692307686
1702457631.9918883,257,481,0.06860706860706861
1702457632.0358355,260,481,0.08108108108108113
1702457632.0359526,258,481,0.07276507276507288
1702457632.0837617,259,481,0.07692307692307686
1702457632.0838795,257,481,0.06860706860706861
1702457632.1317976,260,481,0.08108108108108113
1702457632.1319637,258,481,0.07276507276507288
1702457632.1757808,261,481,0.08523908523908524
1702457632.1759017,259,481,0.07692307692307686
1702457632.2198172,256,481,0.06444906444906448
1702457632.2243543,259,481,0.07692307692307686
1702457632.2676547,259,481,0.07692307692307686
1702457632.3158343,258,481,0.07276507276507288
1702457632.315968,258,481,0.07276507276507288
1702457632.359895,258,481,0.07276507276507288
1702457632.3600802,257,481,0.06860706860706861
1702457632.4080048,257,481,0.06860706860706861
1702457632.408204,255,481,0.06029106029106022
1702457632.456039,258,481,0.07276507276507288
1702457632.456224,256,481,0.06444906444906448
1702457632.4998562,258,481,0.07276507276507288
1702457632.5000098,258,481,0.07276507276507288
1702457632.543761,259,481,0.07692307692307686
1702457632.5477176,254,481,0.05613305613305624
1702457632.595774,259,481,0.07692307692307686
1702457632.6398787,257,481,0.06860706860706861
1702457632.640005,258,481,0.07276507276507288
1702457632.6839619,258,481,0.07276507276507288
1702457632.6841588,259,481,0.07692307692307686
1702457632.7279544,259,481,0.07692307692307686
1702457632.7281284,259,481,0.07692307692307686
1702457632.7724793,257,481,0.06860706860706861
1702457632.772967,257,481,0.06860706860706861
1702457632.8158836,259,481,0.07692307692307686
1702457632.8597777,260,481,0.08108108108108113
1702457632.8599005,261,481,0.08523908523908524
1702457632.9081566,259,481,0.07692307692307686
1702457632.908334,260,481,0.08108108108108113
1702457632.9525728,262,481,0.08939708939708951
1702457632.9528406,260,481,0.08108108108108113
1702457633.0000381,260,481,0.08108108108108113
1702457633.000783,260,481,0.08108108108108113
1702457633.047659,262,481,0.08939708939708951
1702457633.04778,260,481,0.08108108108108113
1702457633.09191,261,481,0.08523908523908524
1702457633.0957649,260,481,0.08108108108108113
1702457633.1358314,259,481,0.07692307692307686
1702457633.1799343,261,481,0.08523908523908524
1702457633.1802082,262,481,0.08939708939708951
1702457633.2241066,258,481,0.07276507276507288
1702457633.224291,260,481,0.08108108108108113
1702457633.2677934,262,481,0.08939708939708951
1702457633.2700882,260,481,0.08108108108108113
