Timestamp,max_intensity_index,len_reflectance_values,cmd_vel.angular.z
1702460872.9005055,293,481,0.2182952182952182
1702460872.9252305,290,481,0.20582120582120583
1702460872.9503615,293,481,0.2182952182952182
1702460872.975366,295,481,0.2266112266112266
1702460873.0002398,292,481,0.21413721413721423
1702460873.0251334,294,481,0.22245322245322247
1702460873.0499833,292,481,0.21413721413721423
1702460873.0750213,294,481,0.22245322245322247
1702460873.10009,294,481,0.22245322245322247
1702460873.124981,294,481,0.22245322245322247
1702460873.1498067,293,481,0.2182952182952182
1702460873.1749146,294,481,0.22245322245322247
1702460873.1999187,295,481,0.2266112266112266
1702460873.2248218,292,481,0.21413721413721423
1702460873.2675083,293,481,0.2182952182952182
1702460873.315582,294,481,0.22245322245322247
1702460873.3156502,294,481,0.22245322245322247
1702460873.359551,295,481,0.2266112266112266
1702460873.3595924,294,481,0.22245322245322247
1702460873.4075062,293,481,0.2182952182952182
1702460873.407547,293,481,0.2182952182952182
1702460873.451517,293,481,0.2182952182952182
1702460873.451561,293,481,0.2182952182952182
1702460873.4954727,293,481,0.2182952182952182
1702460873.4993877,293,481,0.2182952182952182
1702460873.5398445,293,481,0.2182952182952182
1702460873.5835805,293,481,0.2182952182952182
1702460873.5836444,293,481,0.2182952182952182
1702460873.6315706,296,481,0.23076923076923087
1702460873.6316137,293,481,0.2182952182952182
1702460873.6755722,296,481,0.23076923076923087
1702460873.675613,296,481,0.23076923076923087
1702460873.7198436,297,481,0.23492723492723483
1702460873.7244663,297,481,0.23492723492723483
1702460873.7718165,298,481,0.2390852390852391
1702460873.8159742,294,481,0.22245322245322247
1702460873.8161325,296,481,0.23076923076923087
1702460873.8636417,299,481,0.24324324324324323
1702460873.8637116,298,481,0.2390852390852391
1702460873.9120054,295,481,0.2266112266112266
1702460873.9122148,297,481,0.23492723492723483
1702460873.9558656,297,481,0.23492723492723483
1702460873.9561377,298,481,0.2390852390852391
1702460874.0039418,297,481,0.23492723492723483
1702460874.0041168,298,481,0.2390852390852391
1702460874.0479088,298,481,0.2390852390852391
1702460874.0490205,296,481,0.23076923076923087
1702460874.0915966,297,481,0.23492723492723483
1702460874.1355863,297,481,0.23492723492723483
1702460874.1356466,296,481,0.23076923076923087
1702460874.1802475,297,481,0.23492723492723483
1702460874.1805036,296,481,0.23076923076923087
1702460874.2239747,298,481,0.2390852390852391
1702460874.224145,296,481,0.23076923076923087
1702460874.26744,297,481,0.23492723492723483
1702460874.27309,291,481,0.20997920997920996
1702460874.319585,291,481,0.20997920997920996
1702460874.3682725,298,481,0.2390852390852391
1702460874.3684835,298,481,0.2390852390852391
1702460874.4119732,297,481,0.23492723492723483
1702460874.4121447,298,481,0.2390852390852391
1702460874.4599705,298,481,0.2390852390852391
1702460874.460138,300,481,0.2474012474012475
1702460874.5039675,296,481,0.23076923076923087
1702460874.5041354,298,481,0.2390852390852391
1702460874.547714,295,481,0.2266112266112266
1702460874.5479178,298,481,0.2390852390852391
1702460874.591963,290,481,0.20582120582120583
1702460874.635925,292,481,0.21413721413721423
1702460874.6360915,294,481,0.22245322245322247
1702460874.6799757,296,481,0.23076923076923087
1702460874.68015,296,481,0.23076923076923087
1702460874.723745,296,481,0.23076923076923087
1702460874.7238362,290,481,0.20582120582120583
1702460874.7678626,296,481,0.23076923076923087
1702460874.7726822,296,481,0.23076923076923087
1702460874.8157496,298,481,0.2390852390852391
1702460874.859912,298,481,0.2390852390852391
1702460874.860085,297,481,0.23492723492723483
1702460874.9079633,297,481,0.23492723492723483
1702460874.908238,298,481,0.2390852390852391
1702460874.9520445,292,481,0.21413721413721423
1702460874.9522119,295,481,0.2266112266112266
