Timestamp,max_intensity_index,len_reflectance_values,cmd_vel.angular.z
1702464933.0059783,468,481,0.945945945945946
1702464933.0309455,468,481,0.945945945945946
1702464933.0556526,469,481,0.9501039501039502
1702464933.080674,469,481,0.9501039501039502
1702464933.1055539,469,481,0.9501039501039502
1702464933.1304488,468,481,0.945945945945946
1702464933.1554306,468,481,0.945945945945946
1702464933.1801836,467,481,0.9417879417879417
1702464933.2051346,467,481,0.9417879417879417
1702464933.2303371,466,481,0.9376299376299378
1702464933.2550833,466,481,0.9376299376299378
1702464933.2799447,465,481,0.9334719334719335
1702464933.3049076,465,481,0.9334719334719335
1702464933.3298295,464,481,0.9293139293139293
1702464933.371589,464,481,0.9293139293139293
1702464933.4156024,463,481,0.9251559251559252
1702464933.415644,463,481,0.9251559251559252
1702464933.4635603,462,481,0.9209979209979211
1702464933.4636192,461,481,0.916839916839917
1702464933.5115473,461,481,0.916839916839917
1702464933.5116136,460,481,0.9126819126819128
1702464933.5555983,459,481,0.9085239085239084
1702464933.555642,459,481,0.9085239085239084
1702464933.5995476,458,481,0.9043659043659046
1702464933.6036854,458,481,0.9043659043659046
1702464933.6515205,458,481,0.9043659043659046
1702464933.6955922,458,481,0.9043659043659046
1702464933.6956542,458,481,0.9043659043659046
1702464933.7435634,458,481,0.9043659043659046
1702464933.743631,458,481,0.9043659043659046
1702464933.7880144,459,481,0.9085239085239084
1702464933.7882848,459,481,0.9085239085239084
1702464933.8316987,460,481,0.9126819126819128
1702464933.8317907,460,481,0.9126819126819128
1702464933.8800159,460,481,0.9126819126819128
1702464933.8802388,460,481,0.9126819126819128
1702464933.9279068,460,481,0.9126819126819128
1702464933.9285364,461,481,0.916839916839917
1702464933.975598,461,481,0.916839916839917
1702464934.023627,462,481,0.9209979209979211
1702464934.0237217,463,481,0.9251559251559252
1702464934.0680268,464,481,0.9293139293139293
1702464934.068199,465,481,0.9334719334719335
1702464934.111971,467,481,0.9417879417879417
1702464934.1121495,469,481,0.9501039501039502
1702464934.1562216,471,481,0.9584199584199585
1702464934.1564958,474,481,0.9708939708939711
1702464934.1999621,476,481,0.9792099792099794
1702464934.2017586,479,481,0.9916839916839918
1702464934.243711,480,481,0.9958419958419958
1702464934.2916453,479,481,0.9916839916839918
1702464934.2917337,480,481,0.9958419958419958
1702464934.3401356,479,481,0.9916839916839918
1702464934.340314,478,481,0.9875259875259876
1702464934.3839877,478,481,0.9875259875259876
1702464934.3841848,479,481,0.9916839916839918
1702464934.427796,480,481,0.9958419958419958
1702464934.4279242,479,481,0.9916839916839918
1702464934.4757829,480,481,0.9958419958419958
1702464934.4759085,479,481,0.9916839916839918
1702464934.5237203,479,481,0.9916839916839918
1702464934.5254989,479,481,0.9916839916839918
1702464934.5678291,475,481,0.9750519750519749
1702464934.6121411,479,481,0.9916839916839918
1702464934.6124208,477,481,0.9833679833679835
1702464934.660045,480,481,0.9958419958419958
1702464934.6602132,473,481,0.9667359667359667
1702464934.7040873,478,481,0.9875259875259876
1702464934.7042618,480,481,0.9958419958419958
1702464934.7481353,480,481,0.9958419958419958
1702464934.7499146,478,481,0.9875259875259876
1702464934.7918725,480,481,0.9958419958419958
1702464934.8359737,477,481,0.9833679833679835
1702464934.8361473,480,481,0.9958419958419958
1702464934.883967,480,481,0.9958419958419958
1702464934.8841438,480,481,0.9958419958419958
1702464934.9317586,480,481,0.9958419958419958
1702464934.9318817,480,481,0.9958419958419958
1702464934.9761562,480,481,0.9958419958419958
1702464934.976432,479,481,0.9916839916839918
1702464935.0199013,479,481,0.9916839916839918
1702464935.0237052,479,481,0.9916839916839918
1702464935.0679734,478,481,0.9875259875259876
1702464935.1119397,478,481,0.9875259875259876
1702464935.1120985,478,481,0.9875259875259876
1702464935.1599596,477,481,0.9833679833679835
1702464935.1601152,477,481,0.9833679833679835
1702464935.2080605,477,481,0.9833679833679835
1702464935.2082345,476,481,0.9792099792099794
1702464935.2559881,476,481,0.9792099792099794
1702464935.2562923,476,481,0.9792099792099794
1702464935.3039584,475,481,0.9750519750519749
1702464935.304136,475,481,0.9750519750519749
1702464935.3478365,475,481,0.9750519750519749
1702464935.3479624,475,481,0.9750519750519749
1702464935.395912,475,481,0.9750519750519749
1702464935.3973596,474,481,0.9708939708939711
1702464935.439859,474,481,0.9708939708939711
1702464935.4879417,474,481,0.9708939708939711
1702464935.4881163,474,481,0.9708939708939711
1702464935.5320327,474,481,0.9708939708939711
1702464935.5322065,474,481,0.9708939708939711
1702464935.576258,473,481,0.9667359667359667
1702464935.5765736,473,481,0.9667359667359667
1702464935.6199968,473,481,0.9667359667359667
1702464935.6214035,473,481,0.9667359667359667
1702464935.6677964,473,481,0.9667359667359667
1702464935.7162154,473,481,0.9667359667359667
1702464935.716499,473,481,0.9667359667359667
1702464935.7599866,473,481,0.9667359667359667
1702464935.7601583,473,481,0.9667359667359667
1702464935.8082316,473,481,0.9667359667359667
1702464935.8086355,473,481,0.9667359667359667
1702464935.8555052,473,481,0.9667359667359667
1702464935.8556275,473,481,0.9667359667359667
1702464935.903835,473,481,0.9667359667359667
1702464935.9039764,473,481,0.9667359667359667
1702464935.9519386,473,481,0.9667359667359667
1702464935.9520752,473,481,0.9667359667359667
1702464935.996101,473,481,0.9667359667359667
1702464935.996279,472,481,0.9625779625779626
1702464936.0439186,472,481,0.9625779625779626
1702464936.0449822,472,481,0.9625779625779626
1702464936.0881252,472,481,0.9625779625779626
1702464936.136066,472,481,0.9625779625779626
1702464936.1363041,472,481,0.9625779625779626
1702464936.1799603,472,481,0.9625779625779626
1702464936.180167,472,481,0.9625779625779626
1702464936.223969,472,481,0.9625779625779626
1702464936.2241447,472,481,0.9625779625779626
1702464936.2715604,472,481,0.9625779625779626
1702464936.2716382,472,481,0.9625779625779626
1702464936.31562,472,481,0.9625779625779626
1702464936.3189192,472,481,0.9625779625779626
1702464936.363824,472,481,0.9625779625779626
1702464936.4079313,472,481,0.9625779625779626
1702464936.4081066,472,481,0.9625779625779626
1702464936.4559069,472,481,0.9625779625779626
1702464936.4560356,472,481,0.9625779625779626
1702464936.4999738,472,481,0.9625779625779626
1702464936.500159,472,481,0.9625779625779626
1702464936.5439882,472,481,0.9625779625779626
1702464936.5441616,472,481,0.9625779625779626
1702464936.591886,472,481,0.9625779625779626
1702464936.592762,472,481,0.9625779625779626
1702464936.6356184,472,481,0.9625779625779626
1702464936.6838162,472,481,0.9625779625779626
1702464936.6839688,472,481,0.9625779625779626
1702464936.7279706,472,481,0.9625779625779626
1702464936.728118,472,481,0.9625779625779626
1702464936.7763941,472,481,0.9625779625779626
