step,mode,loss,angle_error(rad),distance(m),x(m),y(m),the(rad),direction
1,training,6.445220060413703e-05,0.0038893967866897583,0.0,0.0,0.0,0.0
2,training,1.0020856279879808e-05,0.0027574747800827026,0.0,0.0,0.0,0.0
3,training,2.5457861738686915e-06,0.001758679747581482,0.0,0.0,0.0,0.0
4,training,4.889117008133326e-06,0.0010356716811656952,0.0,0.0,0.0,0.0
5,training,7.538901172665646e-06,0.0004961155354976654,0.0,0.0,0.0,0.0
6,training,8.463807716907468e-06,0.00010979548096656799,0.0,0.0,0.0,0.0
7,training,7.860463483666535e-06,0.00012456625699996948,0.0,0.0,0.0,0.0
8,training,7.313087280635955e-06,0.0003104880452156067,0.0,0.0,0.0,0.0
9,training,1.0816552276082803e-06,0.0002970695495605469,0.0,0.0,0.0,0.0
10,training,4.446525053936057e-06,0.0003270283341407776,0.0,0.0,0.0,0.0
11,training,4.58713748230366e-06,0.00034128129482269287,0.0,0.0,0.0,0.0
12,training,3.7501945371332113e-06,0.0003661699593067169,0.0,0.0,0.0,0.0
13,training,1.495795345363149e-06,0.0002742968499660492,0.0,0.0,0.0,0.0
14,training,3.6779445053980453e-06,0.00024006515741348267,0.0,0.0,0.0,0.0
15,training,1.9657190932775848e-06,0.00014783069491386414,0.0,0.0,0.0,0.0
16,training,2.7890230285265716e-06,2.7913600206375122e-05,0.0,0.0,0.0,0.0
17,training,1.073279008778627e-06,3.096461296081543e-05,0.0,0.0,0.0,0.0
18,training,1.721215767247486e-06,8.777529001235962e-05,0.0,0.0,0.0,0.0
19,training,1.5621562852174975e-06,0.00014435499906539917,0.0,0.0,0.0,0.0
20,training,7.785712909935683e-07,0.00012965872883796692,0.0,0.0,0.0,0.0
21,training,1.207683908432955e-06,0.00017079710960388184,0.0,0.0,0.0,0.0
22,training,9.792790933715878e-07,0.0001577436923980713,0.0,0.0,0.0,0.0
23,training,1.0529172413953347e-06,0.00015078112483024597,0.0,0.0,0.0,0.0
24,training,8.961009712038503e-07,0.00016619637608528137,0.0,0.0,0.0,0.0
25,training,9.465712196288223e-07,0.0001178160309791565,0.0,0.0,0.0,0.0
26,training,6.943117227820039e-07,3.794580698013306e-05,0.0,0.0,0.0,0.0
27,training,3.7041559153294656e-06,1.1626631021499634e-05,0.0,0.0,0.0,0.0
28,training,4.035903202748159e-06,7.986277341842651e-05,0.0,0.0,0.0,0.0
