step,mode,loss,angle_error(rad),distance(m),x(m),y(m),the(rad),direction
1,training,0.00021249135897960514,0.0063735502772033215,0.0,0.0,0.0,0.0
2,training,2.703328755160328e-05,0.0054631216917186975,0.0,0.0,0.0,0.0
3,training,7.868409738875926e-06,0.003323436016216874,0.0,0.0,0.0,0.0
4,training,1.991758654185105e-05,0.0018000327982008457,0.0,0.0,0.0,0.0
5,training,2.9481536330422387e-05,0.0007210797630250454,0.0,0.0,0.0,0.0
6,training,3.0967697966843843e-05,2.708984538912773e-05,0.0,0.0,0.0,0.0
7,training,2.6938967494061217e-05,0.000483811367303133,0.0,0.0,0.0,0.0
8,training,2.3606209651916288e-05,0.0007843188941478729,0.0,0.0,0.0,0.0
9,training,4.047757556691067e-06,0.0007094705943018198,0.0,0.0,0.0,0.0
10,training,1.4291101251728833e-05,0.00071551906876266,0.0,0.0,0.0,0.0
11,training,1.3999346265336499e-05,0.0007152862381190062,0.0,0.0,0.0,0.0
12,training,1.1313388313283212e-05,0.0006737175863236189,0.0,0.0,0.0,0.0
13,training,6.260387181100668e-06,0.00043931975960731506,0.0,0.0,0.0,0.0
14,training,1.2366539522190578e-05,0.0003213495947420597,0.0,0.0,0.0,0.0
15,training,8.376709956792183e-06,0.00010942528024315834,0.0,0.0,0.0,0.0
16,training,1.1686891411955003e-05,0.00013612862676382065,0.0,0.0,0.0,0.0
17,training,3.6690730667032767e-06,0.0002077596727758646,0.0,0.0,0.0,0.0
18,training,5.502135536517017e-06,0.0002937179524451494,0.0,0.0,0.0,0.0
19,training,5.1226438699814025e-06,0.0003668535500764847,0.0,0.0,0.0,0.0
20,training,2.6282714316039346e-06,0.0003331853076815605,0.0,0.0,0.0,0.0
21,training,3.898719569406239e-06,0.00034156651236116886,0.0,0.0,0.0,0.0
22,training,4.1529842746967915e-06,0.0002941333223134279,0.0,0.0,0.0,0.0
23,training,3.852998816000763e-06,0.00025908020325005054,0.0,0.0,0.0,0.0
24,training,2.720655402299599e-06,0.00028598285280168056,0.0,0.0,0.0,0.0
25,training,3.7827280721103307e-06,0.00017521274276077747,0.0,0.0,0.0,0.0
26,training,4.250215170031879e-06,5.597015842795372e-06,0.0,0.0,0.0,0.0
27,training,1.3305280845088419e-05,0.00012191897258162498,0.0,0.0,0.0,0.0
28,training,1.4216866475180723e-05,0.00025077047757804394,0.0,0.0,0.0,0.0
29,training,1.2430469723767601e-05,0.00040760100819170475,0.0,0.0,0.0,0.0
30,training,6.84708197695727e-07,0.0003779346588999033,0.0,0.0,0.0,0.0
31,training,9.104273317461775e-07,0.0003435832913964987,0.0,0.0,0.0,0.0
32,training,2.9659031497430988e-06,0.00025280495174229145,0.0,0.0,0.0,0.0
33,training,1.3251924428914208e-06,0.0002039414830505848,0.0,0.0,0.0,0.0
34,training,9.25553194974782e-06,0.00017229095101356506,0.0,0.0,0.0,0.0
35,training,9.076469723368064e-06,0.00012006191536784172,0.0,0.0,0.0,0.0
36,training,2.677827978914138e-06,2.6896363124251366e-05,0.0,0.0,0.0,0.0
37,training,7.450761586369481e-06,2.577272243797779e-05,0.0,0.0,0.0,0.0
38,training,7.122533133951947e-06,3.174250014126301e-05,0.0,0.0,0.0,0.0
39,training,7.918769370007794e-06,9.940518066287041e-05,0.0,0.0,0.0,0.0
40,training,3.2547447972319787e-06,0.00018215319141745567,0.0,0.0,0.0,0.0
41,training,3.2348366403311957e-06,0.00023664534091949463,0.0,0.0,0.0,0.0
42,training,5.475536113408452e-07,0.0001958850771188736,0.0,0.0,0.0,0.0
43,training,1.7883935470308643e-06,0.00019583501853048801,0.0,0.0,0.0,0.0
44,training,9.063357538252603e-06,8.938135579228401e-05,0.0,0.0,0.0,0.0
45,training,1.8708578863879666e-06,0.00010792585089802742,0.0,0.0,0.0,0.0
46,training,1.1569725302251754e-06,0.00011051865294575691,0.0,0.0,0.0,0.0
47,training,1.0404495469629182e-06,7.112696766853333e-05,0.0,0.0,0.0,0.0
48,training,5.842977088832413e-07,4.792329855263233e-05,0.0,0.0,0.0,0.0
49,training,1.0528185612201924e-06,1.1601485311985016e-05,0.0,0.0,0.0,0.0
50,training,1.0184227221543551e-06,5.204789340496063e-05,0.0,0.0,0.0,0.0
51,training,9.693832907942124e-06,0.00011805351823568344,0.0,0.0,0.0,0.0
52,training,1.877496742963558e-06,0.00011265696957707405,0.0,0.0,0.0,0.0
53,training,1.4595483435186907e-06,8.98074358701706e-05,0.0,0.0,0.0,0.0
