step,mode,loss,angle_error(rad),angular_velocity(rad/s),distance(m),x(m),y(m),the(rad),direction
1,training,0.4448140859603882,1.532394305088416,0.09771309771309776,0.0,0.0,0.0,0.0
2,training,2.3229498863220215,0.43515971036562057,0.08523908523908524,0.0,0.0,0.0,0.0
3,training,0.19702433049678802,0.2954313007808773,0.09771309771309776,0.0,0.0,0.0,0.0
4,training,0.06779932975769043,0.504210693486763,0.10602910602910615,0.0,0.0,0.0,0.0
5,training,0.2616211473941803,0.49964162589606526,0.10187110187110189,0.0,0.0,0.0,0.0
6,training,0.23674944043159485,0.3274722673974762,0.10602910602910615,0.0,0.0,0.0,0.0
7,training,0.13253125548362732,0.2244508115268795,0.09771309771309776,0.0,0.0,0.0,0.0
8,training,0.05224668234586716,0.11222959750887636,0.10187110187110189,0.0,0.0,0.0,0.0
9,training,0.01188351958990097,0.07202749310948137,0.08939708939708951,0.0,0.0,0.0,0.0
10,training,0.0019964943639934063,0.03362160707337952,0.10602910602910615,0.0,0.0,0.0,0.0
11,training,0.001970678335055709,0.028510232818101874,0.11850311850311852,0.0,0.0,0.0,0.0
12,training,0.005104691721498966,0.05748850416988449,0.11018711018711014,0.0,0.0,0.0,0.0
13,training,0.004231103230267763,0.04875447261853917,0.1143451143451144,0.0,0.0,0.0,0.0
14,training,0.005040694493800402,0.027665307176088325,0.11850311850311852,0.0,0.0,0.0,0.0
15,training,0.0019984710961580276,0.026313147695421493,0.09355509355509349,0.0,0.0,0.0,0.0
16,training,0.0004593424964696169,0.008247516832455823,0.09771309771309776,0.0,0.0,0.0,0.0
17,training,0.0002898583188652992,0.020458335858496712,0.08523908523908524,0.0,0.0,0.0,0.0
18,training,0.0014087012968957424,0.036124833787863006,0.07692307692307686,0.0,0.0,0.0,0.0
19,training,0.0021983084734529257,0.018079654939023377,0.022869022869022964,0.0,0.0,0.0,0.0
20,training,0.0013525383546948433,0.15715514028952177,-0.06860706860706861,0.0,0.0,0.0,0.0
21,training,0.004790733568370342,0.16223192696697739,-0.043659043659043585,0.0,0.0,0.0,0.0
22,training,0.00339931040070951,0.15834303032955355,-0.03950103950103946,0.0,0.0,0.0,0.0
23,training,0.004181237425655127,0.16269023357087004,-0.031185031185031072,0.0,0.0,0.0,0.0
24,training,0.006988511420786381,0.1496695551765683,-0.043659043659043585,0.0,0.0,0.0,0.0
25,training,0.011768799275159836,0.11037966994696485,-0.04781704781704771,0.0,0.0,0.0,0.0
26,training,0.00713407713919878,0.08123653767758238,-0.04781704781704771,0.0,0.0,0.0,0.0
27,training,0.005493233911693096,0.10929734057702292,-0.08939708939708937,0.0,0.0,0.0,0.0
28,training,0.005133570171892643,0.1966046384649966,-0.18503118503118493,0.0,0.0,0.0,0.0
29,training,0.007044024765491486,0.23778588876608378,-0.20997920997920996,0.0,0.0,0.0,0.0
30,training,0.005065526347607374,0.2170038066277756,-0.1808731808731808,0.0,0.0,0.0,0.0
31,training,0.017884772270917892,0.17121687652485096,-0.16008316008316004,0.0,0.0,0.0,0.0
32,training,0.013413242064416409,0.14069191414646007,-0.1309771309771309,0.0,0.0,0.0,0.0
33,training,0.006003750022500753,0.1140695576485354,-0.11434511434511425,0.0,0.0,0.0,0.0
34,training,0.014276018366217613,0.06789585085210088,-0.10187110187110189,0.0,0.0,0.0,0.0
35,training,0.008961460553109646,0.07397518849887122,-0.08939708939708937,0.0,0.0,0.0,0.0
36,training,0.005953232757747173,0.0685585173942814,-0.1309771309771309,0.0,0.0,0.0,0.0
